sample	mach	seq_date	initial	passed_filter_reads	low_quality_reads	too_many_n_reads	too_short_reads	too_long_reads	raw_total_reads	raw_total_bases	raw_q20_bases	raw_q30_bases	raw_q20_rate	raw_q30_rate	raw_read1_mean_length	raw_read2_mean_length	raw_gc_content	total_reads	total_bases	q20_bases	q30_bases	q20_rate	q30_rate	read1_mean_length	read2_mean_length	gc_content	homozygosity	heterozygosity	genomesize	repeatsize	uniquesize	modelfit	errorrate	num_contigs	num_contigs_mitochondrion	num_contigs_plastid	num_contigs_prokarya	bp_mitochondrion	bp_plastid	bp_prokarya	complete	single_copy	multi_copy	fragmented	missing	n_markers	domain	number_of_scaffolds	number_of_contigs	total_length	percent_gaps	scaffold_n50	contigs_n50	unique_k_mers_assembly	k_mers_total	qv	error	k_mer_set	solid_k_mers	total_k_mers	completeness	depmethod	adjust	readbp	mapadjust	scdepth	estgenomesize
OG833	NOVA	240716	AMD	330948400	3799328	184636	13048552	0	347980916	51064168233	49458822504	47019610772	0.968562	0.920795	146	146	0.447338	330948400	49167857057	47842729422	45547426221	0.973049	0.926366	148	148	0.446501	99.3717%	0.727236%	690,078,486	83,512,526	606,565,961	98.7678%	0.187962%	11035083	21	10	12	69525	14614	17779	75.9	75.3	0.6	10.7	13.4	3640	eukaryota	121659	121659	700266010	0.000%	18828	18828	15455	697832830	59.769	1.05464e-06	all	621624225	694627161	89.4903	mpileup	IndelRatio	49167857057	0.999107083420842	56.46	871650624
OG83	NOVA	240716	AMD	1042039290	18507180	831168	59615428	0	1120993066	163755691482	156708896737	147503676856	0.956968	0.900755	146	146	0.448453	1042039290	154520335778	149250812632	140853171338	0.965898	0.911551	148	148	0.444447	98.105%	1.95151%	1,332,097,691	262,883,127	1,069,214,564	96.1813%	0.504733%	33424762	824	3261	152	1753926	7905426	297558	92.8	19.9	72.9	4.1	3.1	3640	eukaryota	409723	409723	2054607938	0.000%	15552	15552	120699	2046413478	55.515	2.80869e-06	all	1702859784	1863378815	91.3856	mpileup	IndelRatio	154520335778	0.998956824849253	42.12	3672805177
OG850	NOVA	240716	AMD	424732958	7799114	123886	12975410	0	445631368	66300423286	63613469339	59983031971	0.959473	0.904716	148	148	0.443394	424732958	63288059792	61216894798	57879966315	0.967274	0.914548	149	148	0.441527	98.5546%	1.46828%	575,187,216	66,967,346	508,219,871	97.5844%	0.244472%	12655984	23	7	20	56306	16054	39690	68.2	67.1	1.1	12.3	19.5	3640	eukaryota	222217	222217	701907503	0.000%	9118	9118	28679	697463163	57.0817	1.95809e-06	all	573029044	661934980	86.5688	mpileup	IndelRatio	63288059792	0.999141290066092	85.88	737565448
OG851	NOVA	240716	AMD	388658178	5200242	68258	9801174	0	403727852	60235349410	58041573995	54865305828	0.96358	0.910849	149	149	0.429516	388658178	57961052932	56197271465	53233904482	0.96957	0.918443	149	149	0.428553	98.7799%	1.23088%	573,748,225	57,899,435	515,848,790	98.8212%	0.231987%	12613657	18	11	24	50336	15802	35027	68.3	67.3	1	12.8	18.9	3640	eukaryota	224715	224715	702119679	0.000%	8823	8823	26022	697625379	57.5049	1.77626e-06	all	572999867	660204274	86.7913	mpileup	IndelRatio	57961052932	0.999002779955561	82.76	701075650
OG86	NOVA	240716	AMD	333839030	8152386	172294	14170618	0	356334328	52618949090	50159939973	47159936709	0.953268	0.896254	147	147	0.431948	333839030	49669551651	47873983730	45168966617	0.96385	0.909389	148	148	0.428373	99.3408%	0.675364%	664,098,903	83,040,886	581,058,018	98.4415%	0.268693%	13283557	60	30	23	107895	48162	34357	66.5	65.7	0.8	12.8	20.7	3640	eukaryota	221987	221987	779758813	0.000%	12368	12368	39466	775319073	56.1547	2.42401e-06	all	628897386	686282752	91.6382	mpileup	IndelRatio	49669551651	0.999052097928884	63.77	779657884
OG89	NOVA	240716	AMD	321701616	10947170	451644	26687898	0	359788328	51850324063	49065901421	45886812035	0.946299	0.884986	144	144	0.476155	321701616	47550917073	45620014720	42826728727	0.959393	0.90065	147	147	0.470429	99.8307%	0.277451%	571,942,677	83,092,932	488,849,745	99.7124%	0.331089%	9333505	60	31	6	119342	47356	13288	78	77	1	9.6	12.4	3640	eukaryota	98886	98886	565479438	0.000%	19284	19284	42059	563501718	54.4924	3.55435e-06	all	495909457	537524989	92.2579	mpileup	IndelRatio	47550917073	0.998913668289626	62.84	757503434
OG26	NOVA	240813	AMD	300330488	10908342	144926	24874510	0	336258266	49748886963	46248926843	42740448957	0.929647	0.859124	148	147	0.458408	300330488	44581521389	42525886908	39614650381	0.95389	0.888589	148	148	0.449247	96.2928%	4.93835%	112,647,303	86,170,779	26,476,524	85.7914%	5.51202%	60715781	1952	386	1400	3312112	617658	2484199	13	12.2	0.8	35.7	51.3	3354	eukaryota	1702601	1702601	3295805839	0.000%	2916	2916	909217	3261753819	48.7695	1.32756e-05	all	1975099112	2250019952	87.7814	mpileup	IndelRatio	44581521389	0.999633803038112	8.16	5464762165
OG29	NOVA	240813	AMD	335706620	6190594	133574	11687078	0	353717866	52347090780	50127331214	47024281049	0.957595	0.898317	148	147	0.440739	335706620	50028685202	48316518358	45447327686	0.965776	0.908425	149	149	0.436454	99.7459%	0.32607%	2,271,831,203	480,919,782	1,790,911,421	99.3199%	0.237685%	40831939	1312	140	219	2392128	240034	420508	30.8	29.8	1	40.3	28.9	3354	eukaryota	413004	413004	2586561753	0.000%	14486	14486	140381	2578301673	55.8623	2.59279e-06	all	1907428325	1985626372	96.0618	mpileup	IndelRatio	50028685202	0.999944537751897	17.12	2922258400
OG617	NOVA	240813	AMD	682087444	14978038	185758	21835530	0	719086770	106868859967	101804667236	95418170961	0.952613	0.892853	148	148	0.430369	682087444	101655140365	97828367198	92014512499	0.962355	0.905163	149	149	0.42804	99.4785%	0.531224%	587,819,894	42,439,069	545,380,824	97.8742%	0.355744%	12750623	43	22	7	84746	28397	9085	63.5	62.7	0.8	14.7	21.8	3640	eukaryota	187692	187692	693347388	0.000%	10996	10996	65373	689593548	53.4539	4.51446e-06	all	572054917	622604866	91.8809	mpileup	IndelRatio	101655140365	0.998442316066923	147.62	689691679
OG705	NOVA	240813	AMD	315260372	16869972	258528	33404512	0	365793384	53836561264	49664372120	46067701525	0.922503	0.855695	147	147	0.482218	315260372	46741385219	44752400620	41991047909	0.957447	0.89837	148	148	0.464248	96.4285%	12.4183%	364,722,146	247,923,869	116,798,276	64.6245%	4.05539%	47758911	2531	481	662	4377575	729086	1149653	16.7	15.9	0.8	37.8	45.5	3354	eukaryota	1055397	1055397	2704871372	0.000%	4214	4214	383869	2683763432	51.6675	6.8116e-06	all	1753181033	1928398946	90.9138	mpileup	IndelRatio	46741385219	0.999931234805568	10.91	4286356132
OG71	NOVA	240813	AMD	355323716	12695058	111118	11690594	0	379820486	56406851456	53236798223	49636123530	0.9438	0.879966	148	148	0.458791	355323716	52940105059	50642121326	47421395151	0.956593	0.895756	149	148	0.453975	98.9301%	1.07926%	493,385,823	36,908,572	456,477,251	99.0571%	0.353658%	9885594	21	10	9	51074	20204	12297	67.9	67.4	0.5	11.9	20.2	3640	eukaryota	153856	153856	602348380	0.000%	9248	9248	53123	599271260	53.7454	4.22142e-06	all	510745800	569595494	89.6682	mpileup	IndelRatio	52940105059	0.999822701278234	95.17	556368297
OG736	NOVA	240813	AMD	341573146	6407286	52752	6917384	0	354950568	52852277546	50356897553	46943701437	0.952786	0.888206	148	148	0.433599	341573146	50982638404	48917776754	45722019699	0.959499	0.896815	149	149	0.431889	98.7029%	1.30668%	639,928,207	56,045,381	583,882,826	98.8696%	0.34034%	14770206	51	13	51	89456	16140	68893	56.1	55.5	0.6	15.5	28.4	3640	eukaryota	358847	358847	831723815	0.000%	4850	4850	36974	824546875	56.7053	2.13536e-06	all	651984560	743994519	87.633	mpileup	IndelRatio	50982638404	0.998640076489086	74.5	685249285
OG74	NOVA	240813	AMD	1291338414	31300520	402500	55927730	0	1378969164	204700199434	193637180744	180749207632	0.945955	0.882995	148	148	0.407782	1291338414	192161624872	184290685507	172791393500	0.95904	0.899198	148	148	0.40383	100%	100%	155,202,452	6,338,518	148,863,934	93.554%	1.34993%	9379464	118	105	45	199413	158429	71723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49394	484355934	53.1369	4.85637e-06	all	398480539	461938124	86.2628	NA	NA	NA	NA	NA	NA
OG753	NOVA	240813	AMD	306840164	5777716	72708	8292936	0	320983524	47719391404	45621883276	42832749056	0.956045	0.897596	148	148	0.427826	306840164	45759018718	44135580424	41560475379	0.964522	0.908247	149	149	0.425221	98.5191%	1.50239%	701,383,627	85,403,088	615,980,539	97.1277%	0.351535%	18375685	252	91	170	494902	149782	276529	49.8	48.3	1.5	15.9	34.3	3640	eukaryota	490411	490411	1060478643	0.000%	3234	3234	53339	1050670423	56.1663	2.41752e-06	all	771486127	855499529	90.1796	mpileup	IndelRatio	45759018718	0.999289698403514	56.32	813060961
OG826	NOVA	240813	AMD	288134798	4515006	249356	16718656	0	309617816	45072374360	43233489538	40694774148	0.959202	0.902876	145	145	0.429714	288134798	42731790832	41317149715	38975980924	0.966895	0.912107	148	148	0.426862	98.6737%	1.51702%	1,043,308,282	239,433,015	803,875,267	99.1208%	0.22165%	20223032	37	19	26	68433	24845	33363	51.6	50.7	0.9	17.1	31.3	3640	eukaryota	404519	404519	1200020625	0.000%	8116	8116	67277	1191930245	55.7059	2.68787e-06	all	972569799	1091814265	89.0783	mpileup	IndelRatio	42731790832	0.999198840999959	31.56	1354891516
OG832	NOVA	240813	AMD	355188110	4852970	148164	12307160	0	372496404	55015098309	52914161681	49915893316	0.961812	0.907313	147	147	0.414966	355188110	52883564904	51185557434	48383327162	0.967892	0.914903	148	148	0.41336	99.5238%	0.501732%	990,010,988	110,913,263	879,097,725	99.0728%	0.289181%	17788921	11	8	17	29910	9797	31391	66.2	65.3	0.9	14.1	19.7	3640	eukaryota	211234	211234	1102329081	0.000%	18727	18727	53106	1098104401	56.3771	2.30298e-06	all	933367715	989832261	94.2955	mpileup	IndelRatio	52883564904	0.999371759670992	46.16	1146264535
OG841	NOVA	240813	AMD	1546988738	31082974	335818	38854980	0	1617262510	240468135295	230634667300	216966095054	0.959107	0.902265	148	148	0.427216	1546988738	230761118388	223238722915	210634253479	0.967402	0.912781	149	149	0.423472	99.7983%	0.217243%	1,871,204,445	250,211,594	1,620,992,850	97.951%	0.247638%	36953485	229	61	99	391341	90435	208770	48.7	47.7	1	32.8	18.5	3354	eukaryota	279163	279163	2209430209	0.000%	26084	26084	68134	2203846949	58.3203	1.47221e-06	all	1720944999	1786524325	96.3292	mpileup	IndelRatio	230761118388	0.999784211627646	102.95	2241905770
OG842	NOVA	240813	AMD	1606199576	26933416	211616	30169064	0	1663513672	248068215511	238473848073	224537614221	0.961324	0.905145	149	149	0.423728	1606199576	239768417985	231978786274	218937560374	0.967512	0.913121	149	149	0.421789	99.7674%	0.257617%	1,942,534,927	300,501,350	1,642,033,577	96.5347%	0.250217%	41028036	274	68	159	467523	111983	319694	38.2	37.1	1.1	38.4	23.4	3354	eukaryota	333996	333996	2300193502	0.000%	18560	18560	71875	2293513582	58.2614	1.49233e-06	all	1758731631	1822903128	96.4797	mpileup	IndelRatio	239768417985	0.999847458789687	101.81	2355414621
OG843	NOVA	240813	AMD	365664660	6535962	61184	6492072	0	378753878	56480506540	54276572430	51081681134	0.960979	0.904413	149	149	0.430432	365664660	54613917406	52830916201	49837735874	0.967353	0.912546	149	149	0.427677	99.8916%	0.304607%	2,016,817,070	380,015,006	1,636,802,064	99.0627%	0.233331%	35275025	198	80	127	368380	128340	238059	45.1	44	1.1	35.2	19.7	3354	eukaryota	249942	249942	2247367408	0.000%	25408	25408	93314	2242368568	57.0297	1.98166e-06	all	1725151652	1768974994	97.5227	mpileup	IndelRatio	54613917406	0.99985208152999	22.88	2387703862
OG872	NEXT	241101	AD	204521984	943920	8088	4980524	0	210454516	63346809316	60622747982	54189392512	0.956998	0.85544	301	301	0.443726	199585476	54418685519	52545650003	47854965078	0.965581	0.879385	273	272	0.420261	98.4548%	1.61725%	609,618,433	89,723,746	519,894,687	96.2289%	0.822909%	43226975	190	36	112	269222	47368	145607	26.3	25.2	1.1	17.7	56	3640	eukaryota	1310602	1310602	1446538381	0.000%	1206	1206	185608	1420326341	52.0598	6.22324e-06	all	791363807	971154773	81.4869	mpileup	IndelRatio	54418685519	0.999472503141778	66.31	821145362
OG874	NEXT	241101	AD	208158188	995804	5420	4383388	0	213542800	64276382800	61355000883	54685327569	0.95455	0.850784	301	301	0.446153	203053942	55310859741	53378624474	48528853354	0.965066	0.877384	272	271	0.420714	98.4325%	1.64495%	608,896,791	88,729,244	520,167,547	96.0305%	0.833023%	43014660	157	46	114	233769	55332	147842	25.8	24.4	1.4	18.7	55.5	3640	eukaryota	1320107	1320107	1454184691	0.000%	1204	1204	183802	1427782551	52.125	6.13049e-06	all	793720041	975327059	81.3799	mpileup	IndelRatio	55310859741	0.999612792827801	67.59	818591282
OG875	NEXT	241101	AD	210896468	1314232	10846	5915810	0	218137356	65659344156	62472144598	55211662194	0.951459	0.840881	301	301	0.443885	206202758	56606580004	54402468529	49042054267	0.961063	0.866367	275	273	0.419195	98.7975%	1.22137%	589,308,618	79,752,698	509,555,919	98.5672%	0.410287%	20199488	81	18	42	146653	22850	54005	56.6	54.6	2	13.4	30	3640	eukaryota	384473	384473	807451364	0.000%	4494	4494	165420	799761904	50.0655	9.85033e-06	all	588833528	660895173	89.0964	mpileup	IndelRatio	56606580004	0.999786913227291	76.22	742791713
OG870	NOVA	241108	AMD	292670810	8441486	10572	10123764	0	311246632	46188065223	43531284049	40272960282	0.942479	0.871934	148	148	0.438107	283417410	42361935894	40366236396	37466346487	0.952889	0.884434	149	149	0.433636	98.8521%	1.33809%	1,070,447,820	229,800,887	840,646,933	99.2301%	0.410741%	25604893	203	71	92	296723	93683	148569	34.4	31.4	3	14.7	50.9	3640	eukaryota	607757	607757	1310906803	0.000%	4278	4278	130584	1298751663	53.1983	4.78812e-06	all	944201370	1097580750	86.0257	mpileup	IndelRatio	42361935894	0.999327879941148	31.58	1342494359
OG871	NOVA	241108	AMD	279437682	7197440	9670	14221634	0	300866426	44717741817	41898624122	38699719622	0.936958	0.865422	148	148	0.435615	266728888	39798403746	37864780164	35124994352	0.951415	0.882573	149	149	0.430561	99.8193%	0.211651%	549,972,874	70,849,968	479,122,905	98.52%	0.428423%	9370523	24	13	12	34065	24113	20278	73.5	72.9	0.6	10.3	16.2	3640	eukaryota	103971	103971	563133226	0.000%	12387	12387	20013	561053806	57.699	1.69862e-06	all	492195619	508656914	96.7638	mpileup	IndelRatio	39798403746	0.999845952140189	54.87	725485319
OG873	NOVA	241108	AMD	296428058	15094734	10120	16332260	0	327865172	48541604347	44813576010	41096549062	0.923199	0.846625	148	147	0.467375	283750404	42303943581	39857323074	36766936243	0.942166	0.869114	149	148	0.459939	98.8047%	1.21769%	450,584,797	66,773,153	383,811,644	97.3468%	0.567294%	10869727	90	34	14	171507	46481	16739	44.8	44.3	0.5	14.1	41.1	3640	eukaryota	290686	290686	590586409	0.000%	3478	3478	80473	584772689	51.8353	6.55348e-06	all	441989440	504195898	87.6622	mpileup	IndelRatio	42303943581	0.999069786995978	76.71	551980676
OG876	NOVA	241108	AMD	261339208	6231468	9302	14976950	0	282556928	41875879833	39065877113	35837238953	0.932897	0.855797	148	148	0.439507	250270198	37313826729	35349850495	32558112176	0.947366	0.872548	149	149	0.432797	99.7936%	0.247203%	553,216,265	72,799,359	480,416,906	98.2553%	0.457%	9378245	24	9	5	56762	10449	8035	73.2	72.5	0.7	10.3	16.5	3640	eukaryota	105499	105499	562274836	0.000%	12039	12039	23146	560164856	57.0605	1.96766e-06	all	491573109	509275925	96.5239	mpileup	IndelRatio	37313826729	0.999868166646497	50.3	741872212
OG877	NOVA	241108	AMD	276181022	7361544	9488	13288584	0	296840638	44079715950	41330112489	38172429238	0.937622	0.865986	148	148	0.433385	265254136	39601592604	37682814452	34952311771	0.951548	0.882599	149	149	0.428994	99.7937%	0.232775%	543,881,772	65,469,172	478,412,600	98.0349%	0.430776%	9380923	26	7	11	60967	11354	16254	74.1	73.4	0.7	10.3	15.6	3640	eukaryota	103960	103960	562881074	0.000%	12452	12452	20942	560801874	57.5	1.77827e-06	all	492044198	507982083	96.8625	mpileup	IndelRatio	39601592604	0.99984281972037	57.09	693781844
OG878	NOVA	241108	AMD	314312804	8782632	10966	15605426	0	338711828	50322236899	47088235967	43430681201	0.935734	0.863051	148	148	0.43369	301481454	45012943578	42787596192	39642467840	0.950562	0.88069	149	149	0.429106	99.8185%	0.202571%	542,159,468	65,201,245	476,958,223	98.0097%	0.44334%	9471463	18	10	6	31589	13855	9637	73.3	72.7	0.6	10.5	16.2	3640	eukaryota	103642	103642	563495801	0.000%	12551	12551	22660	561422961	57.1624	1.92202e-06	all	492112617	508315249	96.8125	mpileup	IndelRatio	45012943578	0.999784422158981	64.46	698463493
OG879	NOVA	241108	AMD	309926302	8541958	10612	15921164	0	334400036	49703168666	46558095576	43051438389	0.936723	0.866171	148	148	0.433555	295249626	44065441889	41955651659	38971925994	0.952121	0.88441	149	149	0.428895	99.824%	0.198505%	543,933,631	66,322,982	477,610,649	98.1144%	0.424621%	9421058	18	12	9	36364	15806	13243	73.7	73	0.7	10.6	15.7	3640	eukaryota	103706	103706	563417653	0.000%	12517	12517	21266	561343533	57.4375	1.80404e-06	all	492080069	507690506	96.9252	mpileup	IndelRatio	44065441889	0.999856014741479	62.46	705554210
OG880	NOVA	241108	AMD	334685910	9327616	11706	18367584	0	362392816	53746123578	50293258764	46427552458	0.935756	0.863831	148	148	0.43606	318774716	47550385261	45215411850	41929008022	0.950895	0.881781	149	149	0.430842	99.8306%	0.19048%	544,081,115	66,676,982	477,404,133	98.1891%	0.439969%	9464216	22	10	5	51319	16076	6025	73.8	73.1	0.7	10.3	15.9	3640	eukaryota	104033	104033	564301136	0.000%	12591	12591	21567	562220476	57.3833	1.82672e-06	all	492156446	508338827	96.8166	mpileup	IndelRatio	47550385261	0.999815561064943	65.38	727430918
OG881	NOVA	241108	AMD	280320354	8983568	9446	23484000	0	312797368	45888815112	42833397206	39526545325	0.933417	0.861355	146	146	0.43172	270197724	40137060253	38171348647	35420048276	0.951025	0.882477	148	148	0.423241	98.1438%	2.03164%	1,131,251,203	444,780,713	686,470,490	98.4703%	0.437534%	33443490	492	159	126	719654	217031	176060	24.7	24.1	0.6	13.9	61.4	3640	eukaryota	1062804	1062804	1482719710	0.000%	1741	1741	253676	1461463630	50.8269	8.26624e-06	all	852714818	1046487633	81.4835	mpileup	IndelRatio	40137060253	0.999674879578774	24.03	1670754304
OG882	NOVA	241108	AMD	298498636	5149464	10652	8018388	0	311677140	46228135534	43722096210	40343153977	0.94579	0.872697	148	148	0.420429	287786360	43070471054	40984084522	37861933892	0.951559	0.879069	149	149	0.41837	98.6307%	1.38546%	591,761,221	82,624,369	509,136,853	98.9616%	0.431335%	14211246	35	22	29	66553	28250	39271	55.7	53.7	2	15.1	29.2	3640	eukaryota	310418	310418	761473832	0.000%	4904	4904	51889	755265472	54.8523	3.27168e-06	all	589506653	673716716	87.5007	mpileup	IndelRatio	43070471054	0.999510439110404	62.05	694424709
OG883	NOVA	241108	AMD	252113052	6475084	8440	11795214	0	270391790	40182823993	37593648698	34615748962	0.935565	0.861456	148	148	0.426552	244553164	36538829418	34686834256	32080260641	0.949314	0.877977	149	149	0.420427	99.1892%	0.908575%	932,731,828	269,416,915	663,314,913	99.3614%	0.468845%	25046020	183	172	237	288908	249633	369040	48.8	48.3	0.5	15	36.2	3640	eukaryota	556004	556004	1073232071	0.000%	3814	3814	117713	1062111991	52.7754	5.27786e-06	all	718200088	840148446	85.4849	mpileup	IndelRatio	36538829418	0.999748360698265	28.04	1303522244
OG884	NOVA	241108	AMD	288257132	8125948	10000	13969384	0	310362464	46030221247	43179897602	39895985787	0.938077	0.866735	148	148	0.42424	276837474	41322332841	39265682254	36407718215	0.950229	0.881066	149	149	0.420126	98.6968%	1.51565%	908,084,213	253,141,996	654,942,217	98.5791%	0.453035%	22919916	253	74	62	428842	97066	93645	32	31.2	0.8	17.1	50.9	3640	eukaryota	597215	597215	1138645946	0.000%	3110	3110	128291	1126701646	52.6581	5.4224e-06	all	765313216	895894787	85.4245	mpileup	IndelRatio	41322332841	0.999441671128328	32.54	1270426394
OG885	NOVA	241108	AMD	140225062	2645082	5112	3639998	0	146515254	21744383437	20584971788	19027485543	0.94668	0.875053	148	148	0.42091	136694870	20460377509	19501265061	18056819588	0.953123	0.882526	149	149	0.418643	98.7079%	1.52999%	607,828,186	95,557,112	512,271,074	99.0078%	0.396544%	13252014	33	16	30	58082	19611	44947	54.8	52.7	2.1	14.6	30.6	3640	eukaryota	304241	304241	742423334	0.000%	4901	4901	62024	736338514	53.9672	4.01126e-06	all	583313760	669875751	87.0779	mpileup	IndelRatio	20460377509	0.999648733234939	29.3	698531513
OG886	NOVA	241108	AMD	281908308	4683268	10012	11477192	0	298078780	44297531492	41583957870	38177565321	0.938742	0.861844	148	148	0.426387	274096738	40956013322	38859707913	35778367452	0.948816	0.87358	149	149	0.421036	99.494%	0.994481%	917,323,156	263,384,848	653,938,308	98.1317%	0.507628%	25618201	211	163	289	309974	225168	435298	48.8	48.2	0.6	13.9	37.3	3640	eukaryota	566259	566259	1083462978	0.000%	3757	3757	116987	1072137798	52.8431	5.19625e-06	all	718722607	838606213	85.7044	mpileup	IndelRatio	40956013322	0.999836744605701	31.94	1282345332
OG887	NOVA	241108	AMD	301260006	4326988	10820	9813188	0	315411002	46744828175	44260206607	40829359044	0.946847	0.873452	148	148	0.424738	291280038	43577780141	41509224704	38341392597	0.952532	0.879838	149	149	0.422508	98.1698%	1.84188%	572,941,052	59,844,801	513,096,250	98.9026%	0.398052%	14599062	25	6	50	45201	10450	61649	51.9	50.4	1.5	16.9	31.2	3640	eukaryota	366180	366180	804271353	0.000%	3710	3710	46794	796947753	55.5345	2.7961e-06	all	609308186	705989142	86.3056	mpileup	IndelRatio	43577780141	0.999622236874332	66.46	655906798
